P26436	Q9NRM0
P00374	Q9H0H5
P00451	P02671
P00519	P12814
P00519	Q13164
P00533	P15391
P00533	P48736
P00540	Q6IB77
P00736	Q9UBX5
P00746	P01040
P00749	P40261
P00749	Q8IWU6
P01100	P08670
P01106	P18846
P01106	Q00978
P01106	Q04864
P01106	Q9H3D4
P01229	P18146
P01579	P42224
P01903	P08631
P01920	P04439
P02144	Q00872
P02452	P55287
P02458	P06756
P02458	P08648
P02745	P19320
P02751	P27487
P02751	Q9NR99
P02778	Q01201
P02778	Q8TCB0
P03372	P42226
P03372	P55316
P03372	Q8TC59
P03372	Q9UKG1
P03956	P51677
P04049	P29350
P04049	Q15052
P04049	Q53ET0
P04150	P41240
P04150	Q01196
P04150	Q14847
P04233	P10914
P04233	P31146
P04271	P61586
P04350	P21579
P04350	P62805
P04350	Q01082
P04350	Q08211
P04350	Q16531
P04406	P37235
P04440	P06340
P04553	P49901
P04554	P09923
P04626	P18084
P04626	Q15678
P04637	P16333
P04637	P20333
P04637	P27986
P04637	P63167
P04637	Q06546
P04637	Q15628
P04637	Q9UJY1
P04792	P27361
P04839	P08575
P05023	P31689
P05023	P61158
P05067	Q14257
P05198	P23588
P05388	P36873
P05388	Q9NZM5
P05412	Q9Y297
P05546	P12259
P05556	Q13643
P05771	Q13554
P06213	P19438
P06213	P35916
P06213	P78536
P06213	Q16832
P06239	P15509
P06239	P15882
P06239	P28065
P06239	P31358
P06239	Q92783
P06239	Q9NQC7
P06239	Q9UHD2
P06241	P18583
P06241	P63172
P06241	Q14155
P06400	P20700
P06400	P53350
P06400	P62191
P06400	Q8IXJ6
P06401	P29590
P06401	Q96RI1
P06493	P17302
P06493	Q13177
P06733	P63261
P06753	P07437
P06753	Q16543
P07195	P15259
P07196	Q14832
P07196	Q3SXP7
P07197	Q9BWQ8
P07205	P78352
P07237	P14672
P07237	Q8NCQ8
P07332	P42685
P07333	Q00610
P07437	P10809
P07437	P22087
P07550	P10523
P07900	Q12778
P07900	Q15759
P07910	Q13490
P07919	P49773
P07948	P31946
P08047	Q00526
P08069	P35916
P08069	P45983
P0DMV8	Q9UHD2
P0DMV9	Q9UHD2
P08123	Q6NZI2
P08138	Q13489
P08174	P51808
P08238	P55209
P08238	Q01082
P08246	P20151
P08263	Q99801
P08514	P26998
P08559	P78352
P08567	P15153
P08579	P63165
P08581	Q07890
P08621	Q6NWY9
P08648	P49023
P08670	P43235
P08670	P49327
P08670	Q9GZV5
P08833	P17936
P09038	Q8NF91
P09382	Q8WX93
P09382	Q96AC1
P09429	P36956
P09471	Q13367
P09525	P32519
P09601	Q02156
P09619	Q05682
P09871	P31949
P09871	Q8WX93
P09874	P35580
P09874	Q93009
P09874	Q96SD1
P09923	P53674
P0C0S5	Q99741
P0C7X4	Q8N4E7
P0C7X4	Q9BXU8
P0CG48	P62266
P0CG48	P62841
P10242	P11473
P10244	P33993
P10244	Q13415
P10275	P29083
P10275	P49674
P10275	Q9BV36
P10301	P31327
P10412	Q02156
P10415	P62937
P10586	Q12913
P10589	P11474
P10589	P20226
P10636	Q99558
P10747	P46109
P10809	P53621
P10809	Q13177
P10826	P14859
P10826	Q99743
P10912	Q07666
P10912	Q13905
P10912	Q16288
P10914	Q9H2X6
P11021	Q7Z434
P11021	Q92956
P11142	Q13158
P11142	Q9Y5U5
P11233	Q9NZL6
P11308	Q15131
P11387	P26599
P11387	Q96SB4
P11388	P43246
P11473	Q9BTT4
P11498	Q02218
P11509	P21918
P11712	Q00887
P11712	Q12837
P11940	P49407
P12036	Q12791
P12235	P31946
P12268	P62241
P12318	Q13239
P12755	Q7L2E3
P12830	P19174
P12830	P49810
P13010	P40938
P13010	Q01094
P13010	Q9Y6K9
P13056	P22736
P13056	Q14541
P13056	Q15406
P13056	Q9Y466
P13500	P78556
P13612	P21926
P13631	P14859
P13631	Q05516
P13639	P27361
P13807	P54840
P13984	P50750
P14136	Q12791
P14151	P19397
P14151	Q9Y5W3
P14625	Q15084
P14635	P40937
P14635	Q8IX90
P14672	P30101
P14784	P31994
P14859	Q07869
P14867	Q9UI15
P14923	Q86SJ6
P15056	P46937
P15056	Q9Y2U5
P15144	P55072
P15153	Q6GTX8
P15173	Q9Y618
P15498	P51692
P15880	P49773
P15882	P84074
P16144	P49023
P17096	Q04206
P17275	P19419
P17600	Q9Y328
P17844	Q15532
P17948	Q08881
P17987	Q15645
P18124	Q06187
P18124	Q14164
P18433	Q05513
P18846	P53779
P18846	Q14192
P18847	P35228
P18847	Q14494
P18848	Q13950
P18858	Q99741
P18858	Q9ULW0
P19105	P47756
P19174	Q13444
P19174	Q9NWQ8
P19235	Q14289
P19237	P50461
P19338	P21333
P19338	Q9Y265
P19419	P32121
P19419	P49715
P19419	P52564
P19419	Q02156
P19419	Q13164
P19474	Q99836
P19532	Q15797
P19793	Q02078
P19838	Q15596
P20042	Q14240
P20226	P23511
P20333	Q5TEJ8
P20339	P31946
P20908	Q9BUD6
P21281	P78352
P21333	P31943
P21580	Q13568
P21757	Q12866
P21817	P42261
P21918	Q9UDY6
P22001	P23634
P22307	P40763
P22314	P68371
P22460	Q99726
P22626	Q9BSB4
P22681	P30291
P22681	Q13671
P22681	Q14511
P22681	Q6PKG0
P22695	P27361
P22736	Q99814
P22894	P51671
P23246	P46783
P23246	Q00610
P23246	Q9Y265
P23396	P52815
P23396	P58107
P23396	Q9NZM5
P23396	Q9Y230
P23443	P49841
P23515	Q14832
P23588	P30050
P24534	Q13351
P24593	P35442
P24941	P49716
P24941	Q9UJA3
P25054	P30153
P25054	Q00987
P25208	Q02447
P25440	Q92993
P25490	P42345
P25685	P30793
P25963	P30304
P25963	Q15628
P25963	Q92922
P26038	P60709
P26358	Q9C0K0
P26373	P31946
P27348	P45985
P27348	Q9H307
P27361	P29401
P27361	P51617
P27361	Q15233
P27361	Q16531
P27361	Q8NCA5
P27361	Q99726
P27361	Q9H6T3
P27361	Q9Y4I1
P27694	P53350
P27708	P28908
P27708	P52907
P27986	Q15648
P27986	Q9H0E2
P28072	P30153
P28799	Q13571
P29074	Q8WV28
P29317	P52799
P29350	P50052
P29350	Q9UMD9
P29353	Q6PKX4
P29353	Q9Y4K4
P29597	P42685
P30291	P98177
P30305	Q99759
P30876	P42704
P31270	P40424
P31749	Q00653
P31749	Q01094
P31749	Q03135
P31751	Q13224
P31751	Q99759
P31946	P34931
P31946	Q13237
P31946	Q13332
P31946	Q15019
P31946	Q16555
P31946	Q86YM7
P31946	Q8WZA2
P31946	Q9NZJ7
P31946	Q9UPN3
P31946	Q9UPT5
P32004	Q96CW1
P32121	P49761
P32121	Q13131
P32121	Q9GZS1
P32121	Q9UK53
P32239	Q9UPV7
P32245	P41968
P32780	Q02447
P33176	Q12802
P33681	Q9NQ94
P33993	P46013
P34972	Q9NQ94
P35222	Q00005
P35232	Q92922
P35244	Q9NVI1
P35269	Q96HR3
P35555	Q12805
P35749	P53814
P35749	Q9BU40
P36896	P57105
P36952	Q04695
P37231	Q9H2X6
P37840	P53779
P38398	P51812
P38398	P56693
P38398	Q12772
P38398	Q9UBT2
P38398	Q9UIS9
P38646	P46087
P38646	Q13464
P38936	Q9UHV2
P40261	P43490
P40306	P80217
P40337	Q16531
P40763	P52292
P40763	P52926
P40818	Q8TEW0
P40937	Q13111
P40938	P49005
P40939	Q00610
P41091	P60228
P41182	Q13422
P41182	Q13469
P41223	P62316
P41252	Q9Y265
P41279	P60510
P41279	Q05513
P41279	Q07020
P42166	P51955
P42345	Q04206
P42566	Q9UPX8
P42677	P62258
P42684	Q86WV1
P42685	P43403
P42768	Q05513
P43003	P78352
P43004	Q13224
P43403	Q96B97
P43405	P51692
P46013	Q5TB30
P46087	Q9Y230
P46108	Q04917
P46527	Q9UQC2
P46734	Q12852
P46776	Q04864
P46783	Q07021
P46934	Q8ND25
P46937	Q00537
P46940	P48643
P46940	P62829
P46940	Q02878
P47775	Q8TCN5
P47775	Q99801
P47897	P62987
P48023	Q9NWQ8
P48052	Q76N89
P48058	Q14832
P48643	Q04864
P48643	Q9BVA1
P49005	Q13469
P0DPH8	P49368
P49407	Q9Y6R4
P49411	Q13233
P49418	Q9BT88
P49450	Q99640
P49759	Q8WXA9
P49841	Q9UQF2
P49848	Q92993
P49901	Q14093
P50213	P55060
P50749	P62834
P50750	Q12788
P50750	Q16576
P50990	P52907
P50990	P62495
P51451	Q05397
P51532	Q8TDI0
P51571	P63261
P51692	Q03135
P51692	Q14511
P51812	Q13224
P51911	Q8WX93
P52566	P61587
P52735	Q14289
P53779	Q69YW2
P54136	Q9NR30
P55211	Q9Y4K3
P56524	Q6WCQ1
P60201	Q9H169
P60880	Q07866
P60880	Q9Y2A7
P61266	Q9Y2K9
P61296	Q9Y5J3
P61619	Q92616
P61764	Q12791
P0DP23	Q00325
P0DP24	Q00325
P0DP25	Q00325
P0DP23	Q14653
P0DP24	Q14653
P0DP25	Q14653
P0DP23	Q9UQD0
P0DP24	Q9UQD0
P0DP25	Q9UQD0
P62195	Q05516
P62258	Q00987
P62277	P67809
P62280	Q04864
P62913	Q9NY61
P63000	Q8ND90
P63165	Q9BUL8
P63261	Q05513
P63261	Q9Y5U5
P68104	Q9BVP2
P78352	Q99623
P78352	Q9NR46
P0DPH8	P78371
P78396	Q16667
P78527	Q15554
P78536	Q15256
P80188	Q9Y618
P98082	Q13094
P98082	Q9NZQ3
Q00403	Q15796
Q00403	Q99623
Q00537	Q9Y2J2
Q02078	Q05516
Q02156	Q99525
Q02156	Q9NPC6
Q04206	Q9UGN5
Q04323	Q92905
Q04864	Q13469
Q04912	Q07666
Q05193	Q12791
Q05397	Q8WX92
Q05516	Q07869
Q05516	Q15596
Q05639	Q14790
Q06124	Q8TDY2
Q06187	Q13526
Q06828	Q14767
Q07020	Q96EY1
Q07020	Q9NR30
Q07666	Q9UQQ2
Q08345	Q16832
A7KAX9	O75914
A8MT33	P63104
Q12802	Q15648
Q12824	Q92993
Q12837	Q33E94
Q12866	Q8WU20
Q12933	Q8N163
Q12933	Q8TDR0
Q13009	Q9BYG5
Q13111	Q9NYZ3
Q13185	Q99543
Q13224	Q9NRD5
Q13233	Q9NR30
Q13303	Q9ULB1
Q13490	Q9Y265
Q13501	Q92636
Q13526	Q13794
Q13571	Q14314
Q13772	Q99497
Q14185	Q92608
Q14191	Q14686
Q14192	Q9UBS8
Q14206	Q9NPC6
Q14498	Q8IZL8
Q14653	Q3LFD5
Q14686	Q92830
Q14691	Q9H900
Q14839	Q9H160
Q15003	Q6IBW4
Q15021	Q96B01
Q15233	Q3ZCQ8
Q15583	Q9UER7
Q15596	Q9NVC6
Q15629	Q6Y1H2
Q15784	Q9Y6X6
Q15796	Q16594
Q15811	Q9Y6Q2
Q15843	Q96CS3
Q16581	Q9H2W1
Q4L180	Q96AC1
Q66LE6	Q9NRL3
Q6NZ67	Q9HCG1
Q6PIZ9	Q92918
Q6PL18	Q99661
Q6TCH4	Q9H169
Q7L0J3	Q99784
Q86V97	Q9NX00
O00159	P08670
O00160	P02745
O00160	P52566
Q8IZX4	Q92750
Q8N2H9	Q9HAT8
Q8N2W9	Q9H0M0
Q8N2W9	Q9UER7
Q8NCB2	Q9UM19
O00180	P37840
O00193	O60613
O00206	Q12933
Q8NI77	Q9HBM1
Q8TC59	Q9NQ94
Q92686	Q9BR01
Q92841	Q92900
Q92908	Q96EK4
Q92974	Q9UDY2
Q92974	Q9Y2J2
Q92993	Q9UBS8
Q93045	Q9UPA5
Q969G3	Q9P0W2
O00329	P11233
O00401	Q00587
O00401	Q14161
O00459	Q13588
O00482	Q14994
Q96T76	Q9Y265
Q99062	Q9UM73
Q99558	Q9P2J5
Q99767	Q9UQ16
O00623	O43933
Q9H008	Q9UF11
Q9H0H5	Q9UQ84
Q9NVA1	Q9P0U4
Q9NZQ3	Q9Y4H2
Q9UBC0	Q9Y2Y9
Q9UKG1	Q9UQF2
O14524	P52732
O14654	P62829
O14727	O43353
O14744	O60318
O14763	P10914
O14828	P84077
O14879	P30511
O14907	P25054
O14920	Q92956
O14929	Q92831
O14977	Q15185
O14980	Q9H307
O14986	P78356
O15111	Q99836
O15144	P63104
O15151	P49407
O15264	P00533
O15294	P23246
O15350	Q14686
O15350	Q9UK53
O15357	Q9UQC2
O15397	P31689
O15492	P22681
O15503	Q15800
O15516	P12931
O15519	P31689
O43143	P52272
O43164	Q6GYQ0
O43293	P09493
O43294	P28482
O43295	P05067
O43432	Q13542
O43482	P49454
O43491	P63000
O43526	P31946
O43592	P61619
O43683	Q9BPX3
O43684	Q02224
O43707	P07948
O43914	P19971
O60239	Q14934
O60260	Q7Z3J3
O60264	P63165
O60331	O95782
O60477	P31946
O60496	Q07912
O60566	Q6PL18
O60610	Q15637
O60763	Q8TBA6
O60825	Q8WUI4
O60869	Q9UBK2
O60884	P04150
O75030	P78317
O75122	Q86W74
A6NCE7	Q14151
O75323	Q9UPU7
O75376	Q9NP62
O75382	P31946
O75419	Q9HBM1
O75530	P62191
O75626	P01100
O75643	P30291
O75791	P09619
O75791	P09769
O75794	P49903
O75899	P09471
O75914	P31947
O75925	P49792
O75937	Q7RTV0
O75995	P08575
O94761	Q08050
O94769	Q01453
O94776	Q9UM07
O94850	P84074
O94875	P06241
O94875	Q15052
O95243	Q92769
O95382	Q9UPT6
O95665	Q15784
O95727	P01732
O95758	Q8IY67
O95816	P48643
O95816	P56192
O95816	Q9UM54
O95831	P50991
O95831	Q08380
O95944	Q9UDY6
O95997	Q9BZD4
O95999	Q99683
O96017	Q8WXE1
P00519	P62136
P00519	Q9BWV1
P00533	P15882
P01011	P08519
P01033	P07355
P01100	Q9UMQ3
P01106	P19793
P01160	P14618
P01730	P04233
P01903	P01906
P01906	P01911
P01906	P13765
P01906	P28068
P02461	Q03692
P02746	P08567
P02786	P07437
P04049	Q02241
P04049	Q9H0B6
P04075	Q06187
P04150	P30530
P04150	Q8WYK2
P04150	Q99558
P04198	Q99814
P04233	Q9UL19
P04626	Q14247
P04632	Q02818
P04637	P25788
P04637	Q6SA08
P04637	Q969S8
P04818	P20700
P04818	Q14691
P04818	Q9NYZ3
P05015	P34972
P05015	Q4AE62
P05062	P32754
P05062	P50053
P05067	P63261
P05155	P05156
P05388	Q14103
P05412	P41222
P05412	Q13133
P05412	Q9UMQ3
P05496	P56385
P05556	P27797
P05556	Q06643
P05783	P20700
P06401	P17275
P06576	Q02156
P06729	P43405
P07195	P78352
P07197	Q13224
P07197	Q8WXI2
P07437	Q92922
P07766	Q13153
P07858	Q9BV40
P07910	Q9H3N1
P07947	Q9H3Y6
P08047	P12956
P08069	Q16832
P08263	P48052
P08575	Q07325
P08581	Q16832
P08590	P52179
P08631	P55160
P08648	P26010
P08670	P17987
P08670	P35568
P08670	P55287
P08709	P26436
P08962	Q13797
P09001	P53999
P09001	P61758
P09471	Q9Y6N8
P09603	P12931
P09603	P27986
P09619	P48357
P09619	Q14315
P09619	Q96CW1
P09619	Q9NRF2
P09769	Q14451
P09871	P29558
P09914	P19474
P09936	Q13015
P10275	P41212
P10398	P23528
P10809	P23921
P10912	Q16620
P10914	P11831
P11021	Q6WCQ1
P11021	Q9UHB6
P11388	P49321
P11388	Q9UNS1
P11473	P20823
P11473	Q15532
P11474	P19838
P11498	P31946
P12107	P25940
P13010	P45973
P13498	P19397
P13611	Q16570
P13637	P31946
P13688	Q8NHJ6
P14174	P39019
P14778	Q15306
P15036	P15923
P15056	Q6WCQ1
P15172	P20823
P15248	Q04864
P15336	P20226
P15336	P50750
P15882	Q9UI15
P15927	Q9NXR7
P15941	Q92529
P16104	Q8WXF1
P16157	P68133
P16581	P19838
P17066	Q16531
P17252	Q15835
P17275	P19784
P17600	P46459
P17693	P40306
P17987	P61604
P18031	P19438
P18031	P35968
P18846	Q92598
P19338	Q09472
P19397	Q8N423
P19525	Q05655
P19525	Q13547
P19838	P43489
P20273	Q9UH73
P20340	Q9NRI5
P20807	P20916
P20936	Q99952
P20936	Q9UM73
P21333	P52564
P21333	Q9Y265
P21579	Q13224
P21579	Q92581
P21580	P23396
P21709	P29320
P21810	Q12841
P22087	Q9UBQ5
P22455	P35916
P22626	Q7L2H7
P22681	P31994
P22736	Q8N2W9
P23246	Q07021
P23396	P78352
P23396	Q08211
P23409	Q92831
P23443	P52298
P23497	Q9Y3V2
P23511	Q92769
P24752	P31946
P25490	P45983
P25490	Q13330
P25705	P54136
P25774	P30740
P25787	Q71UI9
P25963	P31943
P26045	Q9H4L5
P26678	Q13642
P27361	P54652
P27708	P60866
P27986	Q01638
P28062	Q9Y4K3
P28482	Q9Y230
P28749	Q96ST3
P29083	Q01094
P29374	P45973
P29475	Q96RR4
P29590	P51608
P30153	P38646
P30305	P61024
P30307	P54132
P30307	Q13315
P30622	P52732
P31689	Q8TEL6
P31946	P45985
P31946	Q16653
P31946	Q8IVF7
P31946	Q9C0H5
P31946	Q9UIW2
P31946	Q9Y3A3
P31947	Q00536
P31947	Q13191
P31949	P54852
P32248	Q06643
P32519	Q13547
P32927	P78552
P32927	Q5TEJ8
P32969	P60228
P32970	Q13114
P33076	Q04206
P33552	Q2NKX8
P34932	P63165
P35236	Q9BUB5
P35249	Q15910
P35548	Q9NYB0
P35659	Q9H307
P36578	P50990
P36955	Q4L180
P37231	Q05516
P37235	P78352
P38398	Q01167
P38646	Q14653
P39059	Q9NR99
P39748	P49454
P39748	Q02224
P40938	Q15645
P41182	P51610
P41182	Q969S8
P41235	Q99626
P41240	P42336
P41252	P78371
P41279	P52564
P41279	P67809
P42081	Q96JQ5
P42262	P84074
P42262	Q9UPA5
P42574	Q9Y572
P42679	Q9H6Q3
P42680	Q12774
P42771	P45985
P43405	Q7Z7G1
P45983	Q9UM73
P45984	P63000
P46013	Q9Y248
P46108	Q9Y371
P46734	Q05586
P46734	Q9NYL2
P46782	Q16543
P46934	P55084
P46940	Q04864
P48050	Q9Y2J0
P48551	Q06124
P49005	Q9UIF7
P49137	Q9UJY1
P49711	Q09028
P49792	Q9NS56
P49841	Q16539
P49901	Q00888
A0AVK6	Q96B01
P50991	P83731
P51531	Q9Y230
P51587	Q15018
P51617	P63172
P51668	P61086
P51693	Q6TCH4
P52564	Q8IW41
P52732	Q9NQW6
P53350	Q9H1Y0
P53567	Q14494
P55055	Q7L2E3
P55209	P83916
P56192	Q9Y230
P56524	Q9P0K7
P58012	Q92731
P60228	P62829
P60660	Q9BVA1
P60709	Q07954
P60880	Q9UPR5
P60953	Q7KZI7
P61421	P78352
P61981	Q8WXA9
P62136	Q99437
P62136	Q9C000
P0DP23	Q9UQF2
P0DP24	Q9UQF2
P0DP25	Q9UQF2
P62249	Q13347
P62316	Q14974
P62805	Q9Y5X4
P62829	Q01085
P62910	Q9NZM5
P63104	Q96QK1
P63165	Q04864
P63165	Q13616
P63165	Q9Y2N7
P63261	Q99623
P63267	Q16853
P67809	Q15046
P68400	Q13263
P78527	Q96Q15
P83916	Q8WUM0
P84098	Q9UBK9
P98175	Q14978
Q00005	Q5FBB7
Q00403	Q15545
Q00587	Q9NRR8
Q00653	Q8N6T7
Q00688	Q9UER7
Q01094	Q92994
Q01196	Q96EB6
Q01995	Q12791
Q04206	Q7L2E3
Q04726	Q13761
Q05193	Q07954
Q06124	Q14155
Q07889	Q9Y4K4
Q09472	Q99607
Q09472	Q99728
Q12778	Q13547
Q12815	Q9BW19
Q12840	Q2M2I8
Q12933	Q13509
Q12933	Q13547
Q12967	Q9UQ13
Q13153	Q14185
Q13177	Q15642
Q13233	Q14790
Q13323	Q9NQS1
Q13490	Q9BXW9
Q13501	Q15349
Q13554	Q9UM19
Q13571	Q9NPF8
Q13596	Q96RU3
Q13616	Q9Y3F4
Q13618	Q9Y263
Q13751	Q16363
Q13950	Q8WYH8
Q14185	Q9ULH1
Q14257	Q96EY1
Q14451	Q9NSE2
Q14498	Q9UK58
Q14562	Q15427
Q14566	Q99708
Q14839	Q96GM5
Q15003	Q9H8V3
Q15004	Q9Y5N6
Q15022	Q9H160
Q15080	Q93091
Q15306	Q9Y6W8
Q15398	Q9H4H8
Q15628	Q9UNE7
Q15788	Q96EB6
Q15906	Q9NRQ2
Q16401	Q9Y4K3
Q16514	Q9HAW0
Q16594	Q8IXJ6
Q16653	Q9UQ16
Q3SXP7	Q9H2X9
Q4AE62	Q99726
Q58WW2	Q9NX09
A9YTQ3	Q99814
Q6PCD5	Q9BY78
Q70Z35	Q8TCU6
Q7KZ85	Q8TEW6
Q7L014	Q7RTV0
Q7L2E3	Q9UBB5
Q7L590	Q9BWT6
Q7Z4I7	Q9HBI1
Q86UE4	Q9H2D1
Q8IUQ4	Q9Y297
O00139	Q05193
O00165	P39656
Q8N3Y1	Q8NFZ0
Q8NCQ8	Q99437
O00255	P18847
O00267	Q07666
Q8TAC9	Q9BRR3
Q8TF01	Q9HAZ1
Q8WU20	Q96B97
Q8WVZ9	Q9BPW8
Q8WYK2	Q9Y6Q9
Q92544	Q9P2R3
Q92545	Q9ULJ6
Q92585	Q99626
Q92731	Q99814
Q92905	Q99986
Q96BF6	Q96RE7
O00311	Q9NS87
O00410	Q13501
O00443	Q15042
O00470	P35749
Q96L91	Q9UPT9
Q96R06	Q9BW19
Q99640	Q9NYZ3
Q99683	Q9NYL2
Q9BXS6	Q9UQ84
O00590	P55774
O00750	P10301
Q9H2X9	Q9UQ16
Q9HB58	Q9UL46
Q9NQ94	Q9NR22
Q9NQC3	Q9NQS1
Q9NTI2	Q9UI15
Q9UKC9	Q9UKT7
Q9UMX0	Q9UNM6
Q9Y3R0	Q9Y566
O14492	P35968
O14497	Q15329
O14543	O14654
O14576	Q14974
O14594	Q96RT6
O14727	Q07820
O14745	P32942
O14757	P48729
O14757	Q9NRZ9
O14782	Q9BRR3
O14817	P21333
O14910	P17302
O14920	O15379
O14948	Q13094
O14957	P10176
O15105	P49841
O15111	P19793
O15111	Q13576
O15118	O75351
O15146	Q07666
O15151	Q12888
O15169	P30154
O15169	P63208
O15182	O75943
O15350	P51692
O15379	P10826
O15467	Q16627
O15503	Q96JH7
O15530	O60825
O15530	P01034
O15530	Q8N7H5
O43304	P01571
O43312	P35080
O43318	P42677
O43318	P60660
O43318	Q13158
O43318	Q3ZCQ8
O43390	Q01105
O43524	P40818
O43543	P04637
O43559	Q05397
O43561	Q9Y4H2
O43639	Q92625
O43684	Q9H081
O43791	P04350
O43809	P08238
O43809	Q00610
O43809	Q9Y265
O60234	Q6P9H5
O60315	Q01543
O60318	P33992
O60341	Q02880
O60496	Q07890
O60496	Q13480
O60504	Q15424
O60566	Q8IX90
O60674	P11309
O60674	Q13191
O60869	P27361
O60869	Q6P1X5
O75182	P25490
O75293	P20248
O75323	Q8WVZ9
O75335	P42262
O75376	P28482
O75436	O94874
O75530	Q9UK53
O75530	Q9Y6Y0
O75626	Q96BD5
O75781	P31946
O75886	P04626
O75914	Q9UQM7
O75928	Q16665
O94763	P61758
O94763	P62487
O94856	P31946
O94906	P28482
O95067	Q03252
O95178	O95298
O95196	Q05193
O95373	Q13077
O95373	Q14204
O95711	Q92608
O95813	Q4AE62
O95967	P12111
O96017	P28749
O96017	Q92793
O96017	Q9Y6K9
P00374	P33981
P00374	Q9NZJ0
P00441	P27361
P00519	P53667
P00519	Q9H3Y6
P00533	P21709
P00734	P35858
P00749	P02751
B3KU38	P01100
P01106	P25054
P0DN86	P35222
P0DN87	P35222
P01570	P17181
P01571	P21918
P01730	Q08881
P01906	P28067
P02042	Q12791
P02489	Q12988
P02511	P14672
P02649	Q13571
P02649	Q9UQF2
P02730	P19235
P03372	Q15797
P03372	Q9BUE0
P04040	P04626
P04049	P78347
P04049	Q16539
P04275	P13224
P04275	Q13361
P04406	Q9Y6K9
P04626	Q16825
P04629	P17948
P04637	P15498
P04637	Q9HAU4
P05023	P63261
P05129	P12931
P05388	Q13557
P05412	P11309
P05556	P10275
P05783	P14136
P05787	Q16828
P05787	Q92817
P05976	P13929
P05997	P36955
P06213	P45983
P06213	Q8NHL6
P06239	Q8IUH5
P06396	Q9Y613
P06400	P23769
P06400	Q15759
P06400	Q9UBS8
P06401	P22736
P06493	P14317
P06493	P25963
P06493	Q8IYA6
P06576	Q06830
P06702	Q15208
P06753	P09603
P07195	P60228
P07196	Q9UHC6
P07203	Q06187
P07332	P26038
P07332	P51451
P07585	Q15113
P07814	P25963
P07814	Q13546
P07910	P62995
P07948	P60033
P07949	Q14315
P07951	P24592
P0DMV8	P14625
P0DMV9	P14625
P08235	Q9Y466
P08238	P62070
P08238	Q9NYL9
P08254	P32246
P08567	P11049
P08571	P09601
P08571	P28799
P08575	P32246
P08575	Q7Z6A9
P08631	Q9Y279
P08670	P25445
P08670	P39023
P08758	P78352
P09341	P10914
P09603	Q16821
P09619	P62736
P09619	Q15464
P09874	P56192
P0C0S5	P33316
P0C0S5	Q04837
P0C0S5	Q9Y6A5
P0CG48	P46778
P10144	Q04206
P10144	Q13490
P10153	P20160
P10244	Q03164
P10275	Q06546
P10275	Q13227
P10275	Q13363
P10276	P51843
P10589	P49116
P10809	P15056
P10828	P29590
P10912	P20273
P10914	Q13618
P11021	P17612
P11021	Q9NVI7
P11215	P55008
P11274	Q99952
P11277	Q9NRC6
P11308	P63279
P11387	P49792
P11387	Q9Y6K9
P11473	Q14995
P11474	Q9Y466
P12110	P62736
P12235	Q13224
P12236	P62888
P12236	Q7Z3U7
P12273	Q16378
P12931	P54760
P12931	Q3ZCQ8
P12956	Q92769
P13501	Q13094
P13501	Q14314
P13611	Q03692
P13637	Q16352
P13688	Q9UKJ1
P14317	Q8IYL9
P14373	Q13568
P14373	Q7Z434
P14616	Q14451
P14625	P98170
P14635	P28749
P14867	Q9UBL0
P15056	P49841
P15056	Q6ICG6
P15172	Q9H160
P15259	Q02221
P15391	P46108
P16298	P78352
P16402	Q02156
P17535	Q15418
P17542	Q9UIG0
P17706	P46109
P17706	Q13287
P17706	Q92985
P17844	P27708
P17858	Q05586
P17947	Q00987
P18031	Q02763
P18031	Q13191
P18031	Q15464
P19086	Q05513
P19338	Q92831
P19419	Q9BPZ7
P19419	Q9Y6W6
P19438	Q05513
P19532	Q8N6I1
P19784	Q02447
P19793	Q9NX70
P19875	P51884
P20042	P60228
P20231	Q9BZJ3
P20336	Q9BR01
P20393	Q8TAQ2
P20749	P62263
P20749	P62888
P21579	Q15811
P21709	P54764
P21860	Q8TB24
P22102	Q9NTJ3
P22234	Q96GX9
P22314	P78352
P22314	Q13263
P22392	P27986
P22415	Q16665
P22459	Q9Y698
P22612	P61925
P22736	Q9Y466
P23396	Q16543
P23396	Q9Y262
P23409	Q15672
P24666	Q13239
P25205	P51955
P25205	Q6PL18
P25490	Q9UIS9
P25705	P78527
P25963	P30050
P26010	P49023
P26038	Q05655
P26998	P81277
P27348	Q13163
P27361	Q9HA72
P27361	Q9Y6G9
P28715	Q8WVM8
P29084	Q15573
P29350	Q15464
P29374	P51608
P30304	Q9NS87
P30305	Q96KB5
P30511	P41226
P30530	Q9H204
P30530	Q9UPX8
P30876	Q8WUM0
P31268	P31269
P31350	P51587
P31689	P55060
P31785	Q01344
P31943	Q99558
P31946	Q02246
P31946	Q7Z406
P31946	Q8N2F6
P31946	Q8WXA9
P31946	Q92614
P31946	Q9Y5K8
P32927	Q16617
P33176	Q99683
P33991	Q53HL2
P33992	Q8NFT6
P34931	Q9NQC7
P35222	Q99081
P35236	P78536
P35236	Q9BY84
P35659	Q02447
P36894	Q03167
P37275	P55287
P38398	Q15418
P38646	P43489
P38646	Q13501
P38936	Q9Y297
P40227	Q04206
P40818	Q96F86
P41235	P49336
P41252	Q71U36
P42229	Q9Y6Q9
P42263	Q14832
P42566	P51809
P42574	P46527
P42677	P46940
P42684	P78357
P42684	Q9H3Y6
P42858	Q16665
P43034	Q92845
P43235	Q13636
P43403	Q13882
