O00273	Q9GZV5
O95571	Q7LG56
O95644	Q00653
O95813	P14920
O95831	P29692
O95925	Q9Y6N8
O95994	Q13115
O96013	Q16613
O96018	P55196
P00519	Q13158
P00519	Q15661
P00533	Q13464
P00558	Q8IYX8
P00966	Q3ZCQ8
P01112	Q92834
P01308	P04054
P01350	Q9NQ94
P02647	Q92529
P02649	Q05193
P02778	P07948
P02778	P17947
P03372	Q9UQM7
P04083	P20936
P04150	P37173
P04271	P20226
P04350	P42262
P04406	P62316
P04637	Q9Y2K2
P04844	P55145
P05106	Q9NRY4
P05388	P40227
P06239	Q9H792
P06241	Q12866
P06400	P23458
P06400	Q8N1B3
P06493	P62942
P06703	P36871
P06733	P14868
P07196	P46527
P07585	Q12913
P08133	P78371
P08235	P10828
P08238	Q9NY61
P08247	Q07912
P08575	Q8NFZ5
P08588	P23229
P08631	P40121
P08754	Q13158
P09001	Q92547
P09086	Q9BXJ9
P09497	Q96FJ0
P09564	Q06418
P09651	P13164
P10242	Q13616
P10276	P31751
P10398	Q9Y239
P10398	Q9Y6R4
P10589	Q13029
P10589	Q6VMQ6
P10809	P46087
P10826	Q9UKE5
P10827	P25208
P10827	Q13098
P11049	P49863
P11308	Q9UQ80
P11387	Q16637
P11473	Q9Y297
P11831	P23769
P12004	Q9Y6H3
P12755	P29374
P12814	P23528
P12956	Q15291
P13224	Q86YZ3
P13498	P43405
P13501	P23381
P13591	P78314
P13637	Q9HAU0
P13637	Q9UKY1
P14316	P56545
P14373	Q00839
P14598	P32942
P14780	Q14164
P14784	Q9Y4H2
P14859	Q96GM5
P15169	Q9Y278
P15172	Q14511
P15531	Q12802
P17252	Q99767
P17480	Q9Y6X0
P17482	Q9H7E9
P17535	Q8TD08
P17813	P35462
P18146	P19419
P18206	Q9UKI2
P18848	P24928
P18858	P56282
P19105	P62244
P19397	Q8TD55
P19419	Q9UPW6
P19438	Q9HBE5
P19784	P20042
P19784	P42229
P20273	Q7Z6A9
P20333	P55209
P20749	P51608
P20749	Q96GD4
P20823	P35398
P20929	Q8IX12
P21709	P54756
P22362	P51671
P22694	Q14643
P23246	Q13310
P23528	Q6P5Z2
P24855	Q9C019
P24863	P61158
P24864	Q8N961
P24864	Q9HAW4
P25098	Q15052
P25208	Q96KQ4
P25705	P38398
P26358	Q14691
P26378	Q9UI15
P26842	P31689
P27635	P28329
P27694	Q15291
P27824	P48509
P28066	Q9BPX1
P28562	Q9ULV5
P28715	P51809
P28827	Q9UM54
P29074	Q9NQ76
P29074	Q9UMY4
P29218	Q15041
P29590	Q14653
P29597	P56537
P30153	Q9BZE9
P30305	Q13309
P30307	P56945
P30307	Q8WYH8
P30622	Q6MZQ0
P31153	Q01844
P31431	P55042
P31749	P61086
P31949	P52790
P31995	Q9H9L3
P32519	Q9Y6K9
P33991	P43351
P35442	Q15063
P36873	Q15046
P37173	Q6UXB4
P37231	Q969H0
P38159	Q99697
P40227	Q9UDY4
P40763	Q07954
P40763	Q8TCU6
P41226	Q9H0J9
P41235	Q15678
P42166	Q15003
P42262	Q9NS85
P42331	Q92608
P42566	Q05513
P42575	Q9Y6K9
P42704	Q15796
P43146	P78344
P43146	P84022
P43694	Q14814
P45984	Q92831
P46087	P62263
P46087	Q53TQ3
P46108	Q13163
P46109	Q96J02
P46379	P55198
P48050	Q9NQT8
P48051	Q12879
P48643	P62913
P49327	Q8TAQ2
P49407	Q9BXA6
P49427	Q13485
P49450	Q7L2E3
P49682	Q04206
P49715	Q99728
P49755	Q9Y2W7
P49756	P51991
P49790	Q16644
P49795	Q02818
P49841	Q13023
P51813	Q8IZW8
P57730	Q14116
P58317	Q92616
P60903	P61981
P61626	Q9BXN2
P68133	Q14324
Q05193	Q14686
Q05397	Q8NHY2
Q07011	Q96CG3
Q13233	Q8TCC3
Q13387	Q96RR4
Q14204	Q9NTJ3
Q3L8U1	Q6GYQ0
Q4VXU2	Q93077
Q6UUV7	Q96SB4
Q6UXE8	Q9NRM0
Q70Z35	Q96B36
Q86XK2	Q9BVP2
Q8N2Q7	Q9BTT6
Q8N6R0	Q9H4A5
Q8N6T7	Q9Y2K7
O00254	Q9NYQ7
Q8WV24	Q9H078
Q92633	Q92743
Q92673	Q9Y3C5
Q92882	Q9UHV7
Q99640	Q9NSP4
O00505	Q8N3C0
O00750	Q9NZM4
Q9HAU0	Q9UQB8
O15446	Q562R1
O43175	Q9NVI7
O43255	P05198
O43493	Q9UIF9
O43676	P28066
O43896	Q9NZQ3
O60216	Q9UIF9
O60763	P27708
A5PLL7	Q02246
O75334	P35568
O75419	Q02241
O75676	P19419
P00492	Q9NT62
P00533	Q76N89
P0DML2	Q9BZ71
P0DML3	Q9BZ71
P02452	Q6UWY5
P04183	Q96H22
P05387	Q15208
P05787	Q96RK4
P18846	Q13287
P20226	P51959
P22459	Q99569
P22736	Q99683
P23458	P35221
P23511	P53350
P27361	Q8WVJ9
P27708	Q15397
P28360	Q9UIS9
P29474	Q562F6
P29597	Q04206
P33076	Q01094
P37268	Q96L91
P41970	P43699
P42224	Q99962
P42262	P49683
P42685	Q9UGL1
P0DP23	P46821
P0DP24	P46821
P0DP25	P46821
P48065	Q8TCN5
P49418	P78357
P49418	Q9UQB3
P51617	Q16665
P52799	Q7L0Q8
P53779	Q13263
P53990	Q96T58
P55789	Q9H4A3
P56545	Q9Y6Q9
P60660	P63244
P61088	Q14149
P61254	P98177
P61289	Q96RS0
P62258	Q8TB45
P62805	Q9BU64
P63252	Q14114
P63267	Q16851
P63279	Q14257
P67870	Q99704
Q01196	Q9NVM9
Q01534	Q05516
Q01780	Q12905
Q04206	Q12893
A7KAX9	Q05209
Q12840	Q9GZZ7
Q13224	Q96B97
Q13561	Q92845
Q13823	Q99543
Q14204	Q9BTW9
Q14738	Q16204
Q14839	Q9P2G1
Q5SW79	Q99689
Q6P2M8	Q9UIK4
Q71UI9	Q9UN86
Q7KZ85	Q92529
Q7L8J4	Q9UMS4
Q8TCN5	Q9UKU0
Q8WV28	Q9Y5X2
Q96AE4	Q9BUB5
Q96C03	Q9H8W4
O00327	Q96RK4
Q96GD4	Q9UNS1
Q96HA8	Q9H8W4
Q96J02	Q9NWQ8
Q99615	Q9H6T3
Q9GZN7	Q9Y224
Q9H0R3	Q9UNE7
Q9HAV4	Q9Y5Q9
Q9NVH1	Q9Y276
Q9UJF2	Q9UMS4
Q9ULL4	Q9Y4D7
O14920	Q00597
O14976	Q14192
O15143	P09917
O15151	Q00526
O15160	P62314
O15211	Q07890
O15259	P07948
O15303	P52961
O15350	P30279
O15357	P48736
O43143	Q99558
O43164	Q92890
O43255	Q9NSC2
O43318	P10155
O43542	P54132
O43809	P51532
O43918	Q9NZQ3
O60264	Q9HCU9
O60674	P20963
O60674	Q16513
O60674	Q16625
O60765	Q9NYF8
O60885	P63267
O60890	Q13017
O75400	Q9Y3B4
O75494	Q32P44
O75529	Q16531
O76064	P68431
O94906	P40938
O95166	P46108
O95571	P29034
O95665	Q13639
O95670	Q13491
O95757	Q15326
O95997	Q12888
O95997	Q9UJX4
O95999	P10809
P00966	P27986
P01130	Q9H173
P05023	P43003
P07858	Q9NQA5
P07900	Q16623
P08100	P27635
P08263	Q96GX1
P08514	P35568
P08588	P49795
P09017	Q14686
P09496	P49619
P09936	Q13620
P10636	Q9Y5K6
P11309	P20248
P11388	P23497
P11532	P12110
P12236	Q96AG4
P12272	Q9BQE3
P13591	P43403
P13693	Q5T5U3
P15056	P63279
P15056	Q9UK32
P15169	Q96RT6
P15173	P18146
P15260	P40238
P15882	P53779
P17480	P26358
P19086	P42262
P19525	P43146
P20333	Q92838
P21333	P62888
P21333	Q99828
P21817	P35612
P25054	Q13224
P25098	Q8IV61
P25205	Q9NPD8
P26640	Q14204
P27348	Q92522
P32121	Q9ULV8
P32519	Q6W2J9
P35232	Q99816
P36888	Q16584
P41145	Q92636
P41252	Q12789
P42566	Q99598
P43003	Q15758
P45985	P50616
P46439	Q9UJT9
P46940	Q15628
P48052	Q15884
P49795	P52566
P50502	Q13163
P52630	Q15831
P52757	Q9BYG4
P54259	Q9Y4G8
P55160	Q5TEJ8
P55199	Q86XK2
P56279	Q8NG11
P60174	Q92979
P61803	Q07812
P63167	Q07820
P68366	Q9UDT6
P68400	Q6P1X5
P84243	Q8N7R0
P98077	Q16832
Q00536	Q4ZIN3
Q00597	Q00978
Q02779	Q8TD08
Q03164	Q9Y4W2
Q03431	Q9UGM5
Q04721	Q9Y2T1
Q05397	Q13131
Q05397	Q9BV47
Q07820	Q13418
Q07820	Q9C0C2
Q12824	Q9BXW9
Q12982	Q9P286
Q13163	Q9P1A6
Q13164	Q13616
Q13227	Q9H2K8
Q13332	Q8ND30
Q13433	Q8IYU8
Q13627	Q9UJF2
Q14088	Q9GZT8
Q14192	Q9HAU5
Q14192	Q9NSA3
Q14314	Q2M385
Q14515	Q8TAP4
Q15006	Q9UQN3
Q15036	Q9H8V3
Q15418	Q5TD97
Q15543	Q8WTS6
Q15642	Q9HBA0
Q15797	Q86UE4
Q66K89	Q9NUW8
Q6NXT2	Q9H9S0
Q6SJ93	Q9NZJ0
Q8IUD2	Q9UQB8
O00160	P17050
Q8N4L8	Q96G01
Q8NDC0	Q9Y252
Q8NEM2	Q9P0V3
Q8TEW0	Q9Y4G8
Q92600	Q9Y266
Q92828	Q9NYJ8
Q92974	Q9UKV3
O00422	O15294
Q96D09	Q9Y316
Q96L91	Q9BXW9
Q9H254	Q9UQ16
Q9HAV0	Q9ULV4
Q9HBL0	Q9UQQ2
Q9NP84	Q9NVF7
Q9UBC5	Q9UDY4
Q9UL46	Q9UNM6
Q9ULZ2	Q9UQC2
Q9UMY4	Q9Y4K4
Q9UQ35	Q9Y6M7
O14576	Q9NWB1
O14709	Q5SW79
O14709	Q9Y3P9
O14735	Q9BUF5
O14746	Q6ZRS2
O14782	P43243
O14936	P15923
O15111	Q92569
O15117	P06127
O15146	P09769
O15350	P25098
O15392	Q9Y5N6
O15442	O95613
O15442	Q96D09
O15516	P12755
O43240	Q13835
O43257	P46734
O43318	O95630
O43504	O60573
O43524	Q00403
O43670	Q10472
O60404	Q6IB77
O60506	Q9UGJ0
O60603	P04114
O75159	Q07890
O75167	Q9BXM0
A4FU01	Q9UKJ1
O75369	Q9UMF0
O75446	Q12788
O75593	P07197
O75610	Q99988
O75928	P49459
O75943	Q12888
O76082	P11274
O94817	P29692
O94985	P21359
O95197	P10636
O95347	Q8IXT1
O95433	P68400
O95704	P36544
O95976	P10124
P00451	P00749
P01011	Q13873
P01229	Q6JQN1
P02545	P43686
P02671	Q9UNL2
P04150	Q15853
P04183	Q9NQW6
P04406	Q96L34
P05455	Q14966
P06241	Q96T58
P06401	Q14289
P06493	Q9UM63
P06730	Q9H307
P07355	P08123
P08238	Q13043
P08238	Q9Y4K4
P08581	P18545
P08631	Q9BWU1
P09564	P12931
P10275	Q00688
P10275	Q8N9B5
P10586	Q08554
P10909	Q5QJE6
P11177	P17661
P11309	Q7Z419
P11940	P35813
P11940	Q13177
P12931	P45985
P12931	Q8WYK2
P13569	Q99816
P13805	P16220
P14921	P42229
P15172	Q9Y468
P15498	Q99962
P15976	Q9UHV7
P17096	P30307
P17252	P35609
P17677	Q03431
P17844	Q00325
P17947	Q8WW38
P18509	Q9P2N4
P18583	Q9P0V3
P19174	P56159
P19623	P48634
P20248	P42574
P20591	Q96DX8
P20810	Q9H8V3
P22307	Q9H3N1
P22460	Q9UQM7
P22607	Q13547
P23246	Q05195
P23458	P31946
P26436	P35711
P26447	P31749
P26641	Q9UI10
P27361	P51843
P27694	Q14686
P28329	P42262
P28482	Q96T76
P29466	Q6MZN7
P30301	Q96RR4
P30419	P78357
P30556	Q8WXI2
P30990	Q9UJY5
P31947	Q8N9B5
P32121	Q08945
P35658	Q12769
P40227	P50502
P41218	Q9Y3Z3
P41240	Q01196
P43699	Q15650
P45985	Q9Y4P8
P46060	P63010
P46781	Q01844
P48681	Q93045
P49407	P62829
P49407	Q9NS23
P49792	Q9BT88
P49863	Q6DKI7
P50613	Q96A56
P50991	Q9NQP4
P51513	Q9BT88
P51532	Q13490
P51532	Q7LG56
P51582	Q9HAS3
P51665	P61077
P51693	Q14194
P51813	P84243
P51813	Q15678
P51948	Q92922
P52298	Q99873
P52630	Q06413
P53350	Q7Z6Z7
P53350	Q9UPZ9
P53355	Q8WUM4
P53621	Q14204
P54136	Q15628
P54253	P78362
P54920	P68400
P55201	Q92831
P60903	Q15109
P61225	P63104
P61289	Q99436
P61978	P84090
P62328	P62899
P62837	Q99460
P62910	Q13642
P63261	Q99704
P68400	Q15185
P78406	Q8WVM7
P78552	Q01082
P78556	Q01201
P0DPB5	P83881
P0DPB6	P83881
P84243	Q9H081
P98177	Q6PKG0
Q00613	Q9Y230
Q04206	Q6PGQ7
Q05066	Q92985
Q05195	Q13043
Q06609	Q8IYW5
Q07020	Q14004
Q08495	Q14894
A7KAX9	Q05655
A7KAX9	Q9UQ16
Q08999	Q9BX63
Q08999	Q9NVR2
Q12834	Q9UJU2
Q12905	Q13077
Q12965	Q14164
Q12982	Q9BXH1
Q13007	Q969J5
Q13045	Q6IA17
Q13111	Q14527
Q13158	Q99832
Q13163	Q9UNE7
Q13233	Q9NP81
Q13310	Q86X27
Q13368	Q9UDY6
Q13516	Q9UQB3
Q13557	Q96NX5
Q13568	Q9NPH3
Q13616	Q16589
Q13885	Q15208
Q13885	Q9Y6K9
Q13901	Q99828
Q14155	Q9HBG7
Q14204	Q9NQW7
Q14966	Q99707
Q15047	Q9UKL0
Q15291	Q9UPP1
Q15291	Q9Y4W2
Q15464	Q8IVH8
Q15642	Q86WN1
Q15797	Q96A56
Q16342	Q5S007
Q16555	Q8TER0
Q16576	Q969G3
Q16630	Q96BR1
Q2M389	Q9NYF8
Q5JY77	Q86V59
Q5KU26	Q96A65
Q5SW79	Q92574
Q5T5U3	Q9P2K8
Q5XUX0	Q96L50
Q693B1	Q86VP6
Q6IA86	Q969D9
Q6PCD5	Q9UNE7
Q6PKG0	Q6UUV7
Q70YC5	Q9BZQ4
Q7L2J0	Q9UPN9
Q7Z7M0	Q9HAU0
Q8IWZ3	Q8TEQ6
Q8N3C0	Q9Y2K7
Q8N423	Q96JQ5
Q8N668	Q9Y6K9
Q8N9M5	Q92625
Q8NCG5	Q9NQR9
Q8NFT6	Q8WWR8
O00170	Q92934
O00186	P22307
O00255	P00519
Q8WV24	Q9ULZ1
Q92538	Q9Y6A4
Q92667	Q9Y2D5
Q92889	Q9UKT4
Q92905	Q9UM13
Q969D9	Q99062
Q96A09	Q9UJU2
Q96A56	Q96KB5
O00410	P62917
O00411	P62424
O00445	Q14406
Q96EB6	Q9UBC0
Q96G01	Q9Y316
Q96LB8	Q9Y3X0
Q96RU3	Q9UPX8
Q96T23	Q9H211
Q99626	Q9Y6B2
Q99708	Q9BPX3
Q99726	Q9H694
Q9BQ50	Q9BXA7
Q9BQ50	Q9Y342
Q9BT88	Q9NR80
Q9BTV5	Q9UQB3
O00506	P46937
O00560	Q86VP1
O00750	P09917
Q9H211	Q9UBD5
Q9H211	Q9UNS2
Q9H3Z4	Q9HBW0
Q9H7Z6	Q9HC52
Q9HAU0	Q9Y219
Q9HBH9	Q9NRW4
Q9HD26	Q9UPT5
Q9NQW7	Q9Y2D1
Q9NVI7	Q9UBI6
Q9NYI0	Q9UQ03
Q9UBB9	Q9UL68
Q9UHG2	Q9Y2H2
O14508	P40238
O14544	P12931
O14594	Q8TAB5
O14595	Q9Y297
O14709	Q8N4L8
O14746	O15360
O14746	P15880
O14757	Q9Y5V3
O14776	Q13564
O14782	P31946
O14829	O43525
O14901	P35236
O15111	P47929
O15117	Q53QZ3
O15197	P05771
O15259	Q68CZ2
O15342	P09525
O15392	Q7RTV3
O15519	P38936
O15530	P78545
O43164	Q8TAT6
O43184	Q15661
O43283	P04637
O43294	O60711
O43390	Q8ND56
O43491	P40818
O43491	Q6ICG6
O43491	Q8ND76
O43493	P17181
O43505	Q14206
O43524	O60565
O43592	P63173
O43592	Q13077
O43609	P62899
O43623	P05997
O43809	Q8NFD5
O43823	Q13023
O60238	P37840
O60563	Q12824
O60563	Q92922
O60610	Q6WCQ1
O60610	Q86UP2
O60613	P40616
O60645	Q15303
O60907	Q15406
O75083	P98082
O75182	P40763
O75369	P10301
O75446	O75469
O75628	Q9P0K1
O75643	Q92841
O75688	Q9C0K7
O75711	Q9Y4J8
O75832	Q93009
O75909	P46527
O75928	Q15059
O75952	P10644
O76009	Q9BSU1
O76021	P17844
O94813	P24592
O94907	Q14847
O95071	Q9BUB5
O95166	P63244
O95376	Q8TF05
O95425	P13056
O95619	P19838
O95754	Q9NPR2
O96019	P24864
P00540	Q02363
P01567	P05106
P01571	P11509
P01588	P51692
P01588	P51826
P01730	Q6GTX8
P01860	P52907
P02649	P02766
P03372	P30530
P03372	Q9BRG2
P04040	P06241
P04150	P63167
P04234	Q9NV58
P04406	P82094
P04818	Q7L590
P04844	Q13162
P05014	Q5T686
P05109	Q86SG5
P05388	P51398
P05412	Q9Y3R0
P05455	P51991
P05549	Q9UJU2
P06127	Q9UPY6
P06241	P49815
P07196	Q9UPU3
P07355	P51531
P07900	Q9NRD5
P07948	P60953
P07951	Q99469
P08047	Q9UBU8
P0DMV8	P11274
P0DMV9	P11274
P08195	Q13683
P08253	Q9BUF5
P08575	Q9HBE5
P08922	P31260
P09038	P55042
P09327	Q16625
P09972	Q92737
P10144	Q8WUM4
P10145	P46695
P10243	P33981
P10275	Q14160
P10412	Q8N4C8
P10600	P63010
P10827	P24468
P11137	Q05193
P11233	Q14738
P11234	Q14831
P11473	P12882
P11509	Q14916
P12004	P29597
P12036	Q15025
P12236	P84098
P12931	P26599
P12931	Q96RI1
P13569	Q9Y6E0
P13612	Q05209
P13631	P35398
P13866	Q9UKW4
P14543	Q15113
P14868	P46527
P14868	Q9HAT8
P14923	Q9ULB5
P15311	Q96JZ2
P15531	Q12905
P15884	Q13480
P16104	Q15569
P16220	Q14978
P16333	Q9NYF8
P16870	Q5JY77
P17097	Q9UHD2
P17612	P61081
P17612	Q13950
P17931	P25963
P17987	P39023
P18583	Q6PKG0
P18848	Q99743
P18858	Q9Y248
P19174	Q99666
P19634	Q86VZ6
P20248	P63104
P20701	Q9Y2R2
P20810	Q9Y4K4
P21730	P32320
P22415	Q01094
P22459	Q9NQT8
P23193	Q96H20
P23471	Q9ULB1
P23528	P45984
P24310	Q92743
P25105	Q9H3K6
P25208	Q13227
P25791	Q92692
P27361	Q8N6I1
P27708	Q8TD08
P27708	Q9BV68
P27986	Q15654
P27986	Q9Y613
P28065	Q92753
P28065	Q9Y3Z3
P28324	P29590
P28715	P38936
P28907	Q03518
P29590	P67809
P29597	Q96S53
P29692	Q9Y250
P30153	Q93009
P31749	Q5MJ70
P31749	Q8WWM7
P31749	Q9BXA6
P31751	Q09028
P32004	P51124
P32248	Q8NHW4
P33993	Q9UBL3
P34932	Q96P20
P35222	Q8N6R0
P35222	Q92542
P35247	Q8IUC6
P35269	P40763
P35749	Q6NZI2
P38398	Q86Z02
P38936	Q13562
P39019	P43243
P40925	Q96BY2
P40939	P62191
P41743	Q9UDY2
P42345	Q13393
P42680	Q96S44
P42685	Q96S44
P42771	P62805
P43246	Q9NSE4
P46108	P68133
P46439	Q15784
P46527	Q96IZ0
P46781	Q12905
P47712	Q9BXW9
P48736	Q8IZJ4
P49760	Q07955
P49815	Q15075
P49848	P78317
P50461	Q14315
P50502	P62258
P50502	P78371
P50749	Q6ZTQ3
P51513	Q99457
P51553	Q9BVC4
P51665	Q12933
P51692	Q9XRX5
P51693	Q9BRS8
P52292	Q15173
P52292	Q9H4B4
P52429	Q9BXF6
P52597	Q13435
P52815	Q08380
P53618	P54136
P53680	Q16851
P53816	Q16537
P54652	Q2Y0W8
P55081	Q9H0H5
P55854	Q9Y4E5
P58753	Q9BT09
P61006	Q16623
P61088	Q15648
P61088	Q9Y5V3
P61313	Q04206
P61586	Q86T65
P61619	Q6AI08
P61981	Q659C4
P62256	Q05086
P62258	Q14449
P62258	Q92985
P62263	Q92925
P62701	Q9H0K1
P62805	P84077
P63252	Q9BTT6
P68366	Q14145
P68400	Q5T230
P78329	Q15746
P78345	Q9NQ76
P78357	Q92988
P78357	Q9BR01
P78368	Q15831
P78406	Q00987
P82094	Q08117
P82251	Q8IVF5
P84090	Q13263
P84243	Q9UBC5
P98164	Q8N3V7
Q01082	Q99784
Q01094	Q9UBU7
Q01196	Q9Y3I1
Q01780	Q13895
Q02127	Q9UGM5
Q02246	Q9BWQ8
Q03135	Q04759
Q03468	Q8NCG5
Q03701	Q9H7B2
Q05066	Q15583
Q05513	Q9ULJ8
Q05639	Q99615
Q06124	Q12959
Q06330	Q9UER7
Q06413	Q8NEM7
Q07869	Q15650
Q07890	Q96MU7
Q07960	Q9UQB8
Q10567	Q99501
Q12778	Q969G3
Q12802	Q13188
Q12824	Q13363
Q13133	Q8NHQ1
Q13153	Q9GZM8
Q13163	Q9ULH1
Q13185	Q8IUE6
Q13185	Q96QV6
Q13227	Q9UNL4
Q13232	Q15011
Q13233	Q96IZ0
Q13323	Q99933
Q13501	Q9Y2R2
Q13547	Q14201
Q13547	Q86WT6
Q13574	Q9BXF6
Q13588	Q63HR2
Q13895	Q14690
Q13936	Q93045
Q13950	Q86Y01
Q14118	Q68CZ2
Q14203	Q14582
Q14449	Q92870
Q14511	Q96IW2
Q14847	Q9H7E9
Q14978	Q9UHX1
Q15013	Q96HA8
Q15058	Q9H1H9
Q15399	Q5TEJ8
Q15654	Q86UL8
Q15654	Q92922
Q15797	Q99558
Q15811	Q9UQB8
Q15831	Q8TAQ2
Q15831	Q93008
Q16143	Q8IZD9
Q16581	Q9Y6Y9
Q16621	Q96EB6
Q16621	Q9UBC0
Q59EK9	Q9Y6V0
Q5U651	Q9UQ13
Q68BL8	Q92743
Q6PGP7	Q99543
Q6Q0C0	Q9ULX6
Q6ZRS2	Q9ULG1
Q6ZVD8	Q9UQC2
Q7L2H7	Q92900
Q7Z6G3	Q8NCB2
Q7Z6J0	Q92608
Q86YS3	Q96EV8
Q8IW41	Q96GM8
O00159	Q86V81
O00165	Q96AG4
Q8N0X7	Q96AC1
Q8NEV4	Q99759
O00213	P49840
O00255	Q9NY61
Q8TAQ2	Q99504
Q8TBC4	Q9UQE7
Q8WWR8	Q9P2T0
Q92734	Q9GZY6
Q92922	Q96T76
Q93009	Q9H160
Q93045	Q9NQ31
Q969D9	Q9NSE2
Q969G3	Q9NVC6
O00401	Q07157
O00410	Q8WZA9
O00422	Q9UBC3
Q96D09	Q9Y3P9
Q96L34	Q9NNW5
Q96PM5	Q99816
Q96RK1	Q99967
Q96RK4	Q9BX66
Q99435	Q9ULB1
Q99471	Q9Y678
Q99816	Q9Y3E7
Q99819	Q9UPR5
Q9BQS8	Q9Y383
Q9BV36	Q9UNF1
Q9BXF6	Q9NZI8
Q9BXM0	Q9UHI7
Q9BXM0	Q9UMY4
Q9BZJ0	Q9UPN3
O00499	Q96T60
O00555	Q14982
O00560	Q15276
O00560	Q8IUC6
O00743	P54253
O00743	Q13765
Q9GZU7	Q9Y297
Q9H4H8	Q9UH17
Q9NW13	Q9NY12
Q9NYX4	Q9UQ16
Q9NZU7	Q9Y4E6
Q9UBE8	Q9Y230
Q9UBK9	Q9UBS8
O14492	P53680
O14495	Q92743
O14503	Q86XK2
O14543	P08887
O14646	O14929
O14646	O43439
O14654	Q13085
O14686	Q13620
O14733	Q9NP31
O14744	Q00987
O14745	P10911
O14757	P55211
O14798	P10914
O14920	Q07912
O15162	Q15629
O15164	Q2M1K9
O15213	P63244
O15355	O75694
O15360	P19438
O15360	P30305
O15442	Q9UPW5
O15492	Q6PIZ9
O43155	Q92743
A4D0V7	Q9Y2P0
O43187	Q7Z569
O43251	Q9UKD1
O43318	P50991
O43464	Q9Y385
O43493	O95751
O43505	P14867
O43542	Q14565
O43557	O95819
O43639	Q99952
O43660	P33176
O43818	Q9Y6V7
O60218	P38398
O60447	Q92889
O60603	Q9P0V8
O60610	P52565
O60635	P19397
O60635	P27701
O60762	P18859
O60784	Q9H1I8
O60869	P20265
O75122	Q9P2H0
O75340	P31949
O75419	P49642
O75448	Q13363
O75448	Q9NVW2
O75509	P63104
O75558	Q9NYM9
O75582	P28562
O75592	Q92769
O75604	P68104
O75638	Q16385
O75676	Q13643
O75688	Q14653
O75695	Q8IZP0
O75830	Q16186
O75899	P61244
O75914	Q9NQ76
O75953	P54652
O94788	P00352
O94906	Q15796
O95071	Q00653
O95071	Q9UKI8
O95163	Q9UQL6
O95630	P51668
O95841	Q05209
O95967	Q86UW1
O95999	Q6UWE0
P00441	P30048
P00519	P25054
P00519	Q99062
P00519	Q9H4A3
P00533	Q6XUX3
P01008	P13010
P01111	Q8WXI2
P02655	P10619
P02792	P61247
P02792	P61916
P04049	Q96LC9
P04156	Q96BF6
P04179	P09871
P04234	Q9BZV1
P04271	P42574
P04626	P49137
P05107	P49715
P05386	Q9UKX2
P05412	P49768
P05412	Q96L73
P05556	Q00610
P06127	P06213
P06396	Q99497
P06730	Q13485
P06748	Q8NEZ4
P07197	Q07866
P07333	Q9UKQ2
P07766	P49863
P07766	Q7L0Q8
P07814	P62753
P07910	P46527
P07948	Q96EY1
P08047	Q8N9N2
P08100	P14136
P0DMV8	Q9Y3Q8
P0DMV9	Q9Y3Q8
P08263	Q15784
P08514	Q13683
P08567	P13236
P08581	P68133
P08670	Q8TEJ3
P09327	P35568
P09622	Q16718
P09769	Q07890
P09936	Q9NTI2
P10124	P54852
P10176	P52435
P10242	Q13485
P10243	P38398
P10275	Q16520
P10276	P43004
P10398	Q13177
P10451	P55198
P10746	P27449
P10809	P27986
P10827	Q15672
P11142	P52298
P11387	P62258
P11388	P55060
P11831	P20393
P12004	P50991
P12004	Q9UJU2
P12036	P49815
P12236	P19784
P13010	P20749
P13010	Q29RF7
P13010	Q99598
P13056	Q5THR3
P13500	P19875
P13671	Q15661
P14923	P38432
P15056	Q05195
P15170	P61088
P15170	Q14103
P15882	P20336
P16144	Q13671
P16278	Q14697
P16298	Q9H7U1
P17275	Q9HBH9
P17600	Q8WX92
P17600	Q9UL42
P17948	Q9C004
P17987	Q9BXW9
P18077	P56192
P18433	P61586
P18545	P23634
P18545	Q12879
P18850	Q8N9N2
P19397	Q08116
P19419	P35568
P19419	P35813
P19838	Q05655
P19838	Q9UKT8
P20290	Q6VY07
P20749	Q96LW7
P20908	Q9UBP4
P20941	P26678
P21580	P46934
P21730	P31949
P21918	Q03431
P23142	Q6UWY5
P23528	Q07002
P24593	Q9Y6C2
P24864	P33240
P25024	P45452
P26045	Q13190
P26358	Q9H9B1
P26374	Q9UKG1
P26436	Q9Y2T7
P27708	Q9Y5L0
P28072	P40939
P28324	P28562
P28799	P61289
P29034	Q96FQ6
P29350	Q15052
P29474	P30154
P29590	Q13107
P30153	Q6IN85
P30307	Q13625
P30622	Q9BPZ7
P31260	Q96EZ8
P31323	P49840
P31943	Q15208
P31946	Q9UDY8
P32121	Q13033
P32121	Q13555
P33076	Q9HBH9
P33151	Q96RT1
P0DMS8	P55160
P0DMS9	P55160
P33981	Q9UNS1
P33991	Q92993
P35228	Q9NPB6
P35251	P62277
P35251	Q92560
P38398	P46109
P39019	P41252
P41002	Q9BW19
P41182	P53539
P41743	Q92556
P42229	Q14258
P42575	P49917
P42677	Q04206
P43146	P55957
P43351	Q5XG87
P43405	P61160
P45984	Q03060
P46777	P56270
P46821	Q05397
P47736	Q02750
P47775	Q8IWZ4
P47775	Q9BTY7
P47897	Q12905
P47928	Q9Y2H0
P48357	P51681
P48736	P52735
P49715	Q96GM5
P49773	Q6NXR4
P49910	Q9HCE7
P49959	Q9BXJ9
P50613	Q13263
P51809	P61758
