O96020	Q8IZT6
P10828	Q9NV56
P10828	Q9Y4A5
P11021	Q99731
P11137	P63010
P11509	Q6UXE8
P12830	Q96RS0
P13349	Q9P2T0
P13500	P25942
P13671	Q9BY71
P13727	Q13163
P14373	P36888
P14373	Q9UKJ5
P14921	P40424
P15311	Q99816
P15311	Q9Y4B6
P15391	Q13177
P15586	Q9H9L3
P15822	Q96RK0
P17482	Q14781
P17693	P29728
P17812	Q14739
P17812	Q8NHQ8
P18507	Q9UPA5
P18858	P22626
P19447	Q9Y4K3
P19784	Q15750
P19838	P39019
P19838	P46199
P20226	Q9UER7
P21333	Q9ULH1
P21802	Q04912
P23511	Q14209
P24928	Q00613
P24941	Q8IW41
P26885	P37198
P26998	Q00975
P27708	P49840
P27824	Q14244
P28065	Q13761
P28482	Q96PM5
P28715	Q9UIF7
P29597	Q05209
P29597	Q99759
P30304	P43246
P30530	P42338
P30874	Q9UPY6
P32121	Q86X27
P32455	Q96DX8
P33151	Q15291
P35226	Q9UGL1
P35232	P78396
P35232	Q99986
P35232	Q9BUH8
P35249	Q8TAT5
P35250	Q14527
P35659	P61077
P37840	Q00597
P41218	Q53QZ3
P41279	Q03135
P42262	Q9NZU7
P42338	Q15661
P42858	Q14191
P43405	Q9BV40
P43405	Q9Y286
P45984	Q12888
P46459	Q3SXP7
P48382	Q14839
P48552	Q9UIS9
P48729	Q9H6Z4
P49411	Q92616
P49411	Q9Y4B5
P49757	P53350
P49917	Q9NY61
P50613	Q96GD4
P51808	Q16611
P51946	Q15652
P52429	Q9H3K6
P52790	P80511
P55210	Q6GPH4
P0DP23	P84022
P0DP24	P84022
P0DP25	P84022
P0DP23	Q9Y6K8
P0DP24	Q9Y6K8
P0DP25	Q9Y6K8
P62269	P67809
P62750	Q6DKI1
P62820	Q14088
P68543	Q13616
P78314	Q15139
P98160	Q6NZI2
P98194	Q9NTJ5
Q01484	Q99996
Q03135	Q14790
Q05086	Q6ZMZ0
Q07666	Q13153
Q08289	Q9H3Z4
A7KAX9	Q08881
A7KAX9	Q9NYI0
Q12879	Q9ULK0
Q13011	Q15642
Q13153	Q13480
Q13153	Q92731
Q13164	Q13480
Q13216	Q9Y4B6
Q13233	Q16594
Q13568	Q9Y3R0
Q14161	Q9NVD7
Q14653	Q96G74
Q14697	Q92854
Q15036	Q9H5I1
Q15287	Q5VTL8
Q15583	Q9UQ80
Q15652	Q9UBS8
Q15788	Q92993
Q16288	Q96LB8
Q16513	Q9HB19
Q16633	Q9Y6H5
Q5VYV7	Q9BTT6
Q8IWZ3	Q99784
Q8N8D1	Q96PY6
Q8TBC4	Q8TEY7
Q8TDI0	Q9UQ16
Q92616	Q92974
Q92851	Q99496
O00311	P26358
O00408	Q9UI15
O00418	P25963
O00422	Q96D15
O00453	Q9UM01
Q96EX3	Q99759
Q99616	Q99731
Q9BXM7	Q9H714
O00560	Q14CS0
O00750	P35916
Q9H1I8	Q9UHD2
Q9H4H8	Q9NVP2
Q9NRX1	Q9NXZ2
Q9NS98	Q9Y4D7
Q9NVP2	Q9UMS0
Q9UKL3	Q9Y4K3
O14744	P21333
O14920	P10599
O14920	P27824
O14964	O60260
O14965	Q562F6
O14974	Q9H8S9
O15111	Q03164
O15169	Q96SB3
O15273	Q86SG2
O15519	O75460
O43172	Q9HCG8
O43255	P48730
O43526	P21579
O43609	P62266
O43699	Q06124
O60336	Q12852
O60404	Q96EF0
O60763	P19784
O60828	P28070
O75179	P51610
O75592	P68366
O75821	Q8WV24
O75909	Q96T58
O76015	Q9NYV7
O94761	O95239
O94913	P51003
O94941	Q99728
O95376	Q14195
O95976	Q92608
O96028	Q09472
P00367	Q2NL82
P00519	P98172
P01857	P63261
P02686	Q9H2X9
P04049	Q59EK9
P04839	Q86UR1
P04843	Q9BWT7
P05412	Q92750
P05771	P78347
P05783	P37088
P06396	P55083
P06493	P16220
P07355	Q07954
P07910	P99999
P10176	P14174
P10276	P31947
P10636	Q9UK53
P10747	Q9NZQ3
P10914	P15976
P11940	Q9Y230
P12110	Q13885
P12318	P24071
P13501	Q09472
P14174	Q13263
P14625	Q01813
P14672	P23760
P16234	Q08881
P17275	Q07820
P17535	Q9Y6Q9
P17600	Q15831
P17844	P28749
P17844	Q96L21
P18124	Q9H8S9
P18507	Q13634
P19174	Q13619
P19429	P29966
P20340	Q00610
P20749	Q7Z6M1
P20941	P48058
P21359	P49840
P23588	P61353
P24522	Q9NQR1
P24592	P84157
P25208	P27694
P25440	Q92466
P25963	Q9UK53
P26045	Q9P0V3
P27348	P41252
P27986	P38484
P28715	Q8WXW3
P29375	Q9Y6B2
P30307	Q15560
P30556	Q00610
P31749	Q09013
P31942	Q9UKM9
P31946	Q8NFZ5
P32970	Q9Y275
P33151	P53671
P36776	Q13608
P36873	Q13009
P41743	Q16658
P42574	Q92542
P43003	P49411
P43243	Q8WY54
P46734	Q8TDY2
P46734	Q96S59
P49069	Q9Y275
P49815	Q5PRF9
P49903	P61024
P49913	P60709
P50613	P52732
P51608	Q9Y232
P61916	Q9UM01
P62308	Q92882
P62714	Q16816
P63104	Q92844
P78352	Q9NV70
Q01082	Q14195
Q06124	Q9NYZ4
Q07092	Q9Y534
Q13094	Q86VB7
Q13190	Q9Y4K3
Q13263	Q13574
Q13315	Q969G3
Q13315	Q99828
Q14188	Q99708
Q16322	Q6EMB2
Q16513	Q9Y483
Q3ZCQ8	Q9Y297
Q63HM2	Q9NQW7
Q6PL18	Q92793
Q8TB24	Q9NZQ3
Q8WV28	Q9NP31
Q92793	Q99708
O00401	P60709
O00429	Q8N4C6
O00560	P05106
O00571	P07355
Q9NZU7	Q9Y4C0
Q9Y265	Q9Y6U3
O14727	Q92843
O14828	P09496
O15117	P16410
O15117	P31994
O15360	Q05513
O43157	Q12913
O43427	P11362
O43439	P20393
O43541	Q9UGU0
O60613	Q13042
O75578	Q9P2N4
O94874	P40818
O95996	P98161
P01011	P15502
P02778	Q96RU7
P04049	P51955
P04150	Q14318
P07900	P62906
P07900	Q7L7X3
P08574	P48556
P08631	Q86VB7
P09211	Q9HB96
P09326	Q16633
P11142	Q96IF1
P12931	Q14957
P13591	Q9UQB3
P13804	Q9NWV4
P14317	P26038
P15173	P41970
P15336	Q15291
P17844	Q99728
P18085	Q14289
P19320	Q13464
P20333	Q9NP84
P21810	P37173
P22001	Q07817
P24534	Q7L2H7
P25490	P51587
P26010	P32121
P27348	Q92845
P30307	Q9P0L2
P31350	Q9H900
P36956	Q8WWM7
P39060	Q9BXN1
B3KU38	P40123
P0DPB3	P40123
P42679	P46527
P45985	P68400
P46060	Q05639
P48552	P82094
P49796	Q9Y6M7
P49815	Q15569
P51884	Q9BRK3
P51965	P62258
P53041	Q9UHD2
P60842	Q66LE6
P61758	Q15369
P0DP23	Q8WUM4
P0DP24	Q8WUM4
P0DP25	Q8WUM4
P63010	Q13574
P63316	Q14324
Q01543	Q8N3C0
Q02962	Q99814
Q04725	Q8TEB1
Q08881	Q99062
Q12931	Q7Z7M9
Q13427	Q86X29
Q13485	Q99683
Q13554	Q99726
Q13765	Q8N3C0
Q13813	Q99784
Q13813	Q9Y3P9
Q2Y0W8	Q9NWQ8
Q3T906	Q9BZJ0
Q7RTN6	Q8TEW0
Q86W47	Q9GZZ7
O00141	Q05066
O00186	Q13490
O00187	P11509
Q8WZA9	Q9NX00
O14686	Q12837
O14770	Q15746
O15105	P55209
O15131	P24385
O15197	Q15784
O43676	P63165
O43708	Q13087
O60381	Q9UKV0
O60583	O75400
O60763	P23443
O75152	Q8N3X1
O75335	P10242
O75909	P53990
O95373	P30153
O95886	Q8N4C8
O96019	P62140
P01023	P14780
P01100	Q15573
P01111	P06239
P04049	P42704
P04626	Q99418
P05067	Q53RT3
P05106	P19235
P08238	P16435
P09382	Q4L180
P09651	P53999
P10276	Q96RN5
P12931	Q96PU8
P12980	P32519
P14625	Q9UBN4
P15056	P27635
P15880	Q9UBQ5
P16452	P17542
P17542	P42224
P18124	Q13813
P24928	Q12888
P27348	Q00526
P27658	Q9UGJ1
P30153	P46940
P30793	Q9HB58
P31689	Q15008
P31946	Q9BQE3
P32971	Q9Y5U5
P36873	Q96PM5
P39656	P40939
P45973	Q8NG31
P49407	Q96IZ0
P49768	Q92870
P53355	Q96F24
P56378	Q9GZT3
P61006	P61764
P61201	Q9Y6K9
Q02556	Q15306
Q04323	Q5T6F0
Q04837	Q99436
Q06830	Q9P0K7
Q07820	Q99640
Q07912	Q92625
Q13164	Q9Y2V2
Q13233	Q16665
Q13617	Q5T124
Q13620	Q92890
Q14194	Q8IUH5
Q15910	Q9Y265
Q63HM2	Q8TF61
Q6P3W7	Q9H3K6
Q7L591	Q96MU7
Q7Z3B3	Q8IYB3
Q86XD5	Q9P2W7
Q96MU7	Q9C0H9
Q96QF0	Q9H0F7
Q99459	Q9P2K3
Q9H0U4	Q9H8Y8
Q9H857	Q9NVF7
O14508	P16234
O14686	P20823
O14939	Q96S53
O15303	Q00889
O43150	P05106
O43175	P08670
O43526	P14416
O60234	P28062
O60674	Q15262
O60763	Q13490
A5YKK6	Q13309
O76081	Q9NS28
O94832	P39023
O94907	Q8WV24
O94915	Q14204
O95571	Q92831
O95996	P68400
P01106	Q16611
P01111	Q6TCH7
P02686	Q92529
P05141	P39687
P06241	Q9UPT6
P08397	P14324
P10415	Q8WUF5
P10914	Q13555
P11474	P41227
P12830	P98077
P13631	Q9UKV0
P15260	P33076
P15529	Q99805
P17275	Q92830
P17812	Q9Y2W1
P18858	P30307
P20138	Q06187
P21333	Q4L180
P22894	Q99727
P23396	Q92793
P23497	P28062
P24864	Q9UNN5
P25963	P49459
P26045	P49796
P27361	Q9Y4K3
P27695	Q9Y5S9
P28715	Q96AE4
P29590	Q9P1T7
P30153	Q86V81
P31941	P80075
P41182	P68400
P43268	P43694
P47928	Q13087
P50539	Q8N3U4
P55010	P62333
P60059	P60468
P62328	Q12929
P62937	Q92543
P67775	Q16594
P84103	Q9UKK6
Q00587	Q8WV24
Q01094	Q12947
Q06330	Q9Y6Q9
Q07343	Q99784
Q09472	Q13619
Q13136	Q9Y3M2
Q13232	Q86UW9
Q13247	Q9NR30
Q15797	Q6ZNA4
Q16513	Q56UN5
Q16890	Q9UER7
Q86UT5	Q9UBY0
Q8TAD8	Q8TEX9
Q8WXI2	Q9UPV7
Q96DZ5	Q9Y2V2
O00487	Q14534
Q9H0A0	Q9UNX4
Q9H8E8	Q9NRF9
Q9UDY8	Q9Y6Q9
O14498	Q15113
O14512	Q92569
O14594	Q05193
O14745	Q02156
O15111	P23258
O43505	Q86UL8
O43521	P29597
O43559	P05230
O43670	P62995
O60488	P04035
O75330	P35249
O75529	P48552
O75909	P30304
O95201	P26885
P01023	P30530
P01567	Q9NZD1
P01857	P61769
P01859	P61769
P01861	P61769
P04049	P13727
P04626	P16471
P04637	P49427
P04792	Q15717
P05997	Q9Y693
P06213	Q9UI95
P06454	Q14790
P06493	Q9UHQ1
P07766	P35968
P07948	P20333
P08263	P14920
P08581	Q9UKG1
P08631	P63244
P08779	P68371
P09619	Q8WWW8
P09874	P78396
P10301	P51572
P10912	Q13444
P10914	Q92769
P11049	P20963
P11509	P35908
P12036	P53004
P12111	P21333
P12277	P50993
P13645	P67775
P14618	P25963
P14920	Q13572
P16144	P26012
P17987	P42285
P18031	Q04695
P18031	Q7Z7G1
P18054	Q9UHQ1
P21291	Q6NZI2
P23142	P61812
P24864	Q9BX63
P26374	Q9H1K0
P30304	P52701
P31749	Q9UH92
P31947	Q5PRF9
P32519	Q14690
P33316	Q9UKG1
P42858	Q99626
P48736	Q92835
P49918	Q9NZC7
P50613	P51398
P50991	P62913
P51398	P52272
P51681	Q14653
P51843	Q9NPJ4
P51955	Q99459
P51965	Q86VP1
P58549	Q99767
P60981	Q05682
P61289	Q16665
P61956	Q15185
P61981	Q14814
P62136	Q8IYB3
P0DP23	P78352
P0DP24	P78352
P0DP25	P78352
P62701	Q13347
P63208	Q15436
P68036	Q99684
P78527	Q08380
P82251	Q16288
P83731	Q9H0K1
P98175	Q8IUE6
Q00610	Q9Y6U3
Q01196	Q15406
Q01813	Q9BYX7
Q03001	Q15811
Q04917	Q13427
Q04917	Q9Y3C5
Q08945	Q9BVP2
Q12830	Q9UIF9
Q12933	Q9UPT6
Q12972	Q96RS0
Q13077	Q9NZL4
Q13114	Q3ZCM7
Q13114	Q9BUF5
Q13232	Q9Y5P3
Q13285	Q9UQL6
Q13501	Q9ULH0
Q13547	Q96KR1
Q13573	Q93074
Q13884	Q9HAP6
Q14203	Q8IUD2
Q14204	Q9C0I3
Q14206	Q9BR01
Q15650	Q9BTK6
Q15653	Q8N5C8
Q15654	Q15831
Q15796	Q96A56
Q16288	Q9Y5Y9
Q16543	Q9Y3I1
Q16584	Q9P286
A8MW92	Q9BZK7
Q4L180	Q9Y6C2
Q69YH5	Q9H4H8
Q6P3W7	Q9BYX7
Q70YC5	Q9H0D6
Q7L2E3	Q9UHL9
Q7Z460	Q86X29
Q7Z460	Q8NEM2
Q86XK2	Q9H3D4
Q86Y82	Q8TDH9
Q8IU81	Q9NPI1
O00161	O14617
Q8NBT2	Q9Y6A5
Q8NFT6	Q9P2T0
O00175	P32246
O00213	P09936
O00255	P25963
O00294	P27816
O00299	O43914
Q8NHG7	Q9UNZ2
Q8TBC4	Q8WVM8
Q8TEX9	Q9HAV4
Q8TF61	Q9BZJ0
Q92466	Q92547
Q92560	Q99708
Q92830	Q9NXR7
Q92831	Q9Y6K9
O00418	Q8IYT8
Q96CX2	Q9Y2K7
Q96E14	Q9NVP2
Q96EF6	Q9Y297
Q96EQ8	Q96J02
Q96GM8	Q9NRG4
Q96NE9	Q9Y6A4
Q96PV6	Q9GZT8
Q9BTW9	Q9H9B4
Q9BVM2	Q9H9F9
O00625	O95999
O00750	O75886
Q9H211	Q9Y6K9
Q9HC52	Q9UHB7
Q9NRF2	Q9Y2R2
Q9P2S2	Q9P2W7
Q9UBC1	Q9UHI6
Q9UBU9	Q9UND3
O14524	Q9H0H5
O14735	P78527
O14776	O95163
O14980	P52292
O15056	Q13087
O15151	P15311
O15169	P46821
O15198	P54132
O15350	P54259
O15397	Q15633
O43155	Q03135
O43175	P51571
O43379	Q86V97
O43432	Q8IYD1
O43505	O95502
O43592	Q9H6T3
O43639	Q8N1I0
O43708	Q8N4C8
O43736	P36544
O43761	P51693
O43815	P60510
O43927	P41597
O60264	O95071
O60641	O94967
O60673	Q9H992
O60880	P26842
O60934	O75444
O60934	P49917
O75312	Q9UJM3
O75469	Q969H0
O75531	Q15906
O75791	P52757
O75886	P49023
O75925	P32455
O75962	O95067
O75969	Q9UKA4
O95149	Q9H840
O95155	Q9Y2X8
O95197	Q96F07
O95429	Q13077
O95471	P56747
O95619	Q8NHU6
O95619	Q9UK45
O95970	Q99689
O95990	P24855
O95997	P49915
O96018	P62993
P00367	Q96L21
P00533	P29074
P00736	Q9NTK1
P01033	Q9BUF5
P02745	Q14764
P03372	Q6ZW49
P04049	P34947
P04150	P17096
P04156	Q99828
P04156	Q99986
P04629	P18433
P05362	Q9Y4G6
P05771	Q14957
P06239	Q7Z7G1
P06400	Q13887
P06493	Q9UM54
P07197	P35222
P07437	Q99640
P07437	Q9BSJ6
P07585	P37023
P08034	Q07157
P08195	P23229
P08571	P21673
P09086	Q92830
P09326	P09769
P09874	Q9NTJ3
P09914	P52747
P10114	Q13188
P10809	P19634
P11021	Q7Z4V5
P11021	Q9BV68
P11137	Q13637
P11802	Q9P287
P11831	Q16832
P12235	Q7Z3U7
P13501	P14902
P13765	Q30201
P13804	P40925
P14314	Q13163
P14618	P22314
P14635	Q92878
P15391	P16333
P15882	Q99435
P16104	Q14974
P17096	Q13772
P17096	Q96A56
P17252	Q99962
P17535	P61160
P17676	Q8WUF5
P18031	Q13671
P18124	P21333
P18887	Q9H5J8
P19438	Q13509
P0DP23	P19525
P0DP24	P19525
P0DP25	P19525
P19838	Q9Y4L1
P20226	Q99608
P20248	Q9Y5X4
P20700	P30305
P20749	Q9P1Z2
P20810	P78329
P21127	P62805
P21333	P48730
P21333	Q9HBL0
P23458	P58107
P23511	Q92905
P25963	P42338
P27348	Q9BRK4
P27448	Q13153
P27694	P35998
P27708	P46060
P27816	Q9NQ76
P28482	Q9BRS2
P30273	Q9UBW5
P30291	Q14934
P31152	Q15796
P31321	P63027
P31689	P62316
P31749	P78396
P31749	Q15596
P31947	Q15843
P31947	Q9Y2J2
P32121	Q16659
P35222	Q969S8
P35236	Q96AE4
P35244	P60896
P35398	P48436
P38159	Q15545
P38398	Q9NQB0
P39656	P62987
P42025	Q92636
P42224	Q9UKG1
P42262	Q9NR80
P42285	P55209
P42858	Q9UMN6
P43004	Q05513
P43358	Q99460
P43405	Q13627
P46060	Q00839
P46778	Q92522
P48052	Q9UBR4
P48552	Q14934
P48730	Q92900
P48751	Q9UPT9
P49321	Q9NQR1
P49427	Q9UN86
P49454	Q9UNS1
P49711	Q9Y5B0
P49736	Q9P2W1
P49760	P63165
P49760	Q7L8J4
P49761	Q8N3F8
P49792	Q8IY92
P49840	P60709
P49863	Q07108
P50221	Q13263
P51587	Q99759
P52564	Q9Y572
P53041	Q00653
P53779	P60568
P55160	Q13422
P55268	P55899
P56282	Q8N806
P60228	Q05397
P61978	Q01201
P62258	Q86WV6
P62306	Q96AE4
P62701	Q6ZRS2
P62906	Q2NL82
P62979	Q92734
P63104	Q03468
P63167	Q00535
P63244	Q00526
P67775	Q9Y230
P68400	Q9NRH2
P78357	Q9NYQ7
P84090	Q86VK4
P84098	Q07002
Q00975	Q9HAP6
Q00987	Q96HR3
Q07912	Q9Y572
Q12802	Q9NRI5
Q12905	Q9BUI4
Q13153	Q9P1A6
Q13237	Q96HA8
Q13418	Q13546
Q13535	Q15796
Q13596	Q99959
Q13651	Q8NHJ6
Q14204	Q9UIE0
Q14739	Q92974
Q14982	Q9P2U7
Q15046	Q8NC51
Q15398	Q99708
Q16254	Q8IYF3
Q16533	Q9Y676
Q16665	Q9HAU4
Q32P44	Q9UKV3
Q5JSZ5	Q8N684
Q5KU26	Q9BZD4
Q5VU43	Q9BZJ0
Q7L1I2	Q9UBL0
Q7L8J4	Q96NE9
Q7L8J4	Q9UJF2
Q8IW41	Q9Y6W6
O00151	P27986
Q8IZD9	Q9UQ26
Q8NB91	Q9Y5X3
O00268	Q8N2W9
O00273	P22681
Q8WYB5	Q9Y6J9
Q92558	Q99457
Q96A65	Q96PV0
Q96KB5	Q9P0N8
Q96NY9	Q9H4B4
Q99618	Q9BWT6
Q99801	Q9BT56
Q9BQD7	Q9H7X0
Q9BWT3	Q9UBT2
Q9BYB0	Q9Y5X2
O00571	O15519
O14503	P18146
O14512	Q8TB24
O14519	Q16667
O14757	P45984
O14782	P49802
O15020	Q59EK9
O15047	Q7Z589
O15151	O95251
O15151	P24941
O15357	P55196
O15519	P54253
O15519	P61088
O43294	P41271
O60404	P21918
O60496	Q13671
O60566	Q8IYA6
O60603	Q93091
O60635	Q9BV36
O60674	Q13239
O60739	P23396
O60832	Q9Y4A5
O75182	Q99075
O75330	P23921
O75334	Q9Y4H2
O75494	Q9NVP1
O75578	P23945
O75628	P41743
O75909	Q08050
O75925	Q08999
O76096	P41218
O95631	P56270
O95999	P35579
P00519	Q00534
P00519	Q15131
P01106	P31751
P02042	P02730
P04083	P09382
P04150	Q8N9N2
P04626	P10415
P04629	P48736
P05106	P10144
P05155	Q14764
P05412	P24522
P06239	Q13470
P06400	P43146
P06454	P62995
P06748	P16220
P07437	Q96GM5
P08514	Q9UQC2
P10244	P42224
P10586	P26010
P10912	Q9UQQ2
P11047	Q9P0K7
P11142	Q8IVM0
P11166	P43699
P11802	P40938
P12110	Q63HM2
P13349	Q3YEC7
P13501	P14555
P13611	Q8NHW4
P14151	P42081
P14635	Q8WVK7
P15036	Q96EB6
P16144	P35221
P17535	Q8IU81
P17612	P17987
P18146	P28482
P18846	Q92547
P18848	P61218
P19105	Q8NFZ5
P19544	Q99590
P19838	Q0VDF9
P20226	Q13625
P20674	P47985
P20810	Q99259
P20810	Q9UMY4
P22307	P29350
P22681	Q15464
P22736	P38398
P22794	Q14314
P23396	P53779
P23511	P55209
P23528	Q93077
P24592	Q14315
P24821	P26006
P26367	Q9Y5S9
P26639	P53618
P27448	P32121
P27694	P61981
P29508	Q9BYX7
P30304	Q15303
P30533	P30990
P30926	Q05901
P31350	P62308
P32239	Q9UQM7
P32971	Q92956
P33993	Q9UQE7
P35222	Q04759
P35232	Q9UGL1
P35240	Q13129
P36544	Q9HCB6
P37023	P43026
P39687	Q12933
P41743	P49137
P42345	Q13114
P42681	P63104
P43307	P63104
P46940	Q15172
P48065	Q86W47
P48730	Q9H3D4
P48736	Q8IVH8
P49815	Q8IVT5
P49815	Q9Y2A7
P49903	Q7L590
P50991	P62495
P51398	Q04864
P51668	P62333
P51790	Q9H2G2
P53667	P60709
P55081	P84103
P60880	Q9H254
P61073	Q92619
P62249	Q9Y297
P62258	P62879
P62714	Q9H0K1
P63279	Q15758
P82094	Q92922
P83731	Q9Y580
Q00537	Q9GZV5
Q00577	Q8NEM0
Q01082	Q9UPT5
Q01113	Q9Y2K2
Q01196	Q13485
Q01892	Q9H257
Q03135	Q06481
Q05513	Q15382
Q05682	Q562R1
Q06481	Q12800
Q08211	Q68DV7
Q08881	Q96J02
Q09472	Q10587
Q12840	Q9P2Q2
Q12933	Q8IVM0
Q13077	Q13509
Q13158	Q14974
Q13185	Q93077
Q13315	Q9H2X6
Q13516	Q9H169
Q13588	Q9Y4K4
Q14164	Q92956
Q14566	Q9Y6A5
Q15800	Q6Y1H2
Q16626	Q9Y6Q5
Q58WW2	Q99717
Q6ZWJ1	Q9H2X0
Q70YC5	Q8IYX8
C9JL84	Q8NCG5
O00257	P49792
Q8WX92	Q9Y6K9
Q92609	Q9H4I2
Q93045	Q9NYX4
O00429	Q96G01
Q96EY1	Q9NYJ8
Q96HN2	Q9BQ83
Q96L91	Q99558
Q9BVA1	Q9Y6Q9
Q9BXW9	Q9NXR8
Q9BYB0	Q9UHI7
O00506	Q9P0L2
O00716	Q92851
Q9H169	Q9UF11
Q9H5Z6	Q9P2T0
Q9UBK9	Q9Y2U5
Q9UBK9	Q9Y6Q9
O14559	P78314
O14957	O75380
O15162	P13164
O15182	Q16594
O15197	P63215
O15379	Q9Y6X2
O15525	P10276
O43255	O60260
O43318	P43489
O43464	P40763
O43559	P42229
O43707	Q09472
O43809	Q9BTT0
O60282	Q9Y4E6
O60861	Q9UQ16
O60890	P01570
O60890	P12034
O75326	Q8NCG5
O75369	P20333
O75376	P54198
O75888	P08631
O75964	Q9Y3U8
O94772	Q8NCB2
O94911	P00325
O94972	P25205
O95210	Q8TC07
O95297	Q14764
O95785	Q9BX70
P00374	P05091
P00519	Q14151
P00533	Q13796
P01100	P52657
P02008	P06734
P02675	P32754
P02730	P26038
P02776	Q9UHI8
P04637	Q9BX63
P04792	Q15796
P05067	Q02790
P05230	Q9Y4J8
P05496	P51970
P05549	Q9P1Z2
P06028	Q9UDY6
P06241	P08648
P06400	Q8WYK2
P06737	P31949
P07910	P14625
P07948	Q9NRF2
P07996	P08514
P07996	P24844
P08567	Q9Y3Z3
P08588	Q96A65
P09874	Q07020
P10071	Q13573
P10242	Q9UPA5
P10244	Q9Y6Q9
P10276	Q15459
P10809	P63267
P11021	Q9H3Z4
P11142	P28074
P11142	Q9NP84
P11274	Q15599
P11387	P24928
P12004	Q14653
P12814	P15408
P12931	Q15569
P13056	Q9UBS8
P14136	P53671
P14923	Q15910
P15056	Q71UM5
P15923	Q99929
P16157	Q15149
P16298	Q08209
P17096	Q9ULW0
P17980	Q15369
P18669	P36544
P19174	Q9NYZ4
P19438	P68431
P19438	Q14457
P19447	Q9H3P2
P19876	P78556
P20042	P46779
P21397	P43005
P22415	Q9Y6K9
P25063	Q96HJ5
P25116	Q9Y272
P27348	Q92922
P27708	Q05469
P29353	P46527
P30038	P54886
P30740	P52566
P30876	Q15029
P31947	Q04637
P31947	Q9UMS4
P31994	Q9GZY6
P33552	Q92698
P35268	P68400
P35398	P41182
P36873	P45984
P36873	Q04917
P36873	Q9NTJ3
P41279	Q92574
P42704	Q04206
P42771	Q16621
P43405	Q04695
P46013	Q9BX63
P46060	Q8IZL8
P46940	Q9Y371
P49411	Q92538
P49454	Q562F6
P49454	Q9NRZ9
P51159	Q96FJ2
P52747	Q9Y3R0
P53350	P62333
P54132	Q9Y6K9
P55209	Q7L2H7
P61981	Q99689
P62834	Q15349
P68400	Q8WUM4
P98082	Q12841
Q00526	Q12888
Q00653	Q0VDF9
Q01415	Q9UHC1
Q08378	Q16543
Q13319	Q8ND76
Q13526	Q96A56
Q13705	Q6X4U4
Q14004	Q9UQ35
Q14004	Q9Y4K3
Q14164	Q96G74
Q14566	Q92794
Q14839	Q9Y5X4
Q15036	Q9NZM4
Q15750	Q96FA3
Q16342	Q9UJF2
O00257	Q13485
O00273	P10124
Q8WY54	Q99615
Q92530	Q9Y580
O00308	Q92832
Q9BWT7	Q9H9B4
Q9H0D6	Q9Y3P9
Q9UBE8	Q9Y2U5
Q9UBR4	Q9Y3X0
O14920	Q9Y478
O15530	P17677
O43896	P18583
O60437	P35240
O60711	Q13651
O60907	P03372
O75362	Q9NQB0
O75369	Q9NYJ8
O75398	Q8N4C6
O75410	Q96AC1
O75832	P41252
O95071	Q96EB6
O95373	P07910
O95411	P35580
O95602	Q14566
O95714	P12883
O95925	Q4AE62
O95983	P54198
O95997	P15927
O96018	Q9BXS0
P01106	P15056
P01106	Q9C086
P04439	P32455
P05060	Q9UI15
P05388	Q9UBK9
P07197	Q96J02
P08047	Q13761
P08100	P15311
P08865	P20290
P09619	P27635
P12318	Q92637
P15514	Q14289
P17301	Q14005
P17858	Q9ULX6
P18507	Q8TC07
P31749	Q9BZE4
P32121	Q86X29
P35240	P43405
P38936	Q96SN8
P39748	Q9BX63
P45973	Q96A08
P48050	Q9NWB1
P48551	Q12933
P49116	Q00987
P49770	P62906
P53680	Q04695
P55199	Q96S44
P56524	Q4LE39
P56524	Q9UHF7
P60510	Q9NRI5
P62826	Q15233
P62987	Q96B97
P63261	Q12905
P84090	Q96QK1
Q00526	Q6P3W7
Q00577	Q16533
Q00587	Q15642
Q13087	Q8N4C8
Q13309	Q8NEM0
Q13427	Q9UPU9
Q13428	Q8IUE6
Q13546	Q13576
Q14738	Q9UPW5
Q15185	Q92922
Q53ET0	Q6UUV7
Q69YW2	Q9H169
Q7Z5K2	Q8NDV3
Q7Z6G3	Q99418
Q86WP2	Q9Y3C0
Q8IXH6	Q9H2M9
Q8IYT8	Q99759
Q8NHZ7	Q92793
Q96A44	Q9UK73
O00463	P68371
Q96EB6	Q99966
Q96GD4	Q96H22
Q9H222	Q9H5I1
Q9H9B4	Q9UMW8
Q9Y383	Q9Y4P1
O14576	Q9P2U7
O14594	Q9P104
O14901	Q9H0E3
O14980	O60763
O43294	Q15796
O43390	Q9NSE4
O43567	Q9Y6N1
O43924	Q8WZA2
O60260	P63279
O60934	Q9Y6K9
O75056	P22607
O75122	O96011
O75376	Q12772
O75791	P55822
O75832	Q9NS23
O94776	Q15648
O95970	P53779
P00519	Q9H792
P00519	Q9P0K7
P01008	P02679
P01023	Q9Y693
P01135	P25100
P02787	P08581
P04439	Q08380
P05141	P22626
P05771	P07951
P06401	Q9NRY4
P07437	P98175
P08575	P78352
P08603	Q9BX67
P08708	P30153
P10415	P30154
P10415	Q8WXF7
P11509	P57721
P15036	Q9P1Z2
P15336	P49790
P21333	Q14195
P22557	Q13351
P24864	Q9Y5X4
P35222	Q8NBZ0
P36955	Q9H1C3
P40222	Q9BWT7
P41252	Q2NL82
P42025	Q13045
P43243	Q9Y2U5
P47756	Q14244
P50749	Q12967
